436232228 4 18.6134 0.047
436232232 4 18.6134 0.047
436232236 4 18.6134 0.047
436232240 4 18.6134 0.047
436232244 4 18.6134 0.047
436232248 4 18.6134 0.047
436232260 4 18.6134 0.047
436232264 4 18.6134 0.047
436232268 4 18.6134 0.047
436232272 4 18.6134 0.047
436232276 4 18.6134 0.047
436232280 4 18.6134 0.047
436248612 4 18.6134 0.047
436248616 4 18.6134 0.047
436248620 4 18.6134 0.047
436248624 4 18.6134 0.047
436248628 4 18.6134 0.047
436248632 4 18.6134 0.047
436248644 4 18.6134 0.047
436248648 4 18.6134 0.047
436248652 4 18.6134 0.047
436248656 4 18.6134 0.047
436248660 4 18.6134 0.047
436248664 4 18.6134 0.047
436264998 4 18.6134 0.047
436264997 4 18.6134 0.047
436265002 4 18.6134 0.047
436265001 4 18.6134 0.047
436265006 4 18.6134 0.047
436265005 4 18.6134 0.047
436265010 4 18.6134 0.047
436265009 4 18.6134 0.047
436265014 4 18.6134 0.047
436265013 4 18.6134 0.047
436265018 4 18.6134 0.047
436265017 4 18.6134 0.047
436281380 6 18.6134 0.047
436281384 6 18.6134 0.047
436281388 6 18.6134 0.047
436281392 6 18.6134 0.047
436281396 6 18.6134 0.047
436281400 6 18.6134 0.047
436297764 4 18.6134 0.047
436297768 4 18.6134 0.047
436297772 4 18.6134 0.047
436297776 4 18.6134 0.047
436297780 4 18.6134 0.047
436297784 4 18.6134 0.047
436314148 6 18.6134 0.047
436314152 6 18.6134 0.047
436314156 6 18.6134 0.047
436314160 6 18.6134 0.047
436314164 6 18.6134 0.047
436314168 6 18.6134 0.047
436314180 6 18.6134 0.047
436314184 6 18.6134 0.047
436314188 6 18.6134 0.047
436314192 6 18.6134 0.047
436314196 6 18.6134 0.047
436314200 6 18.6134 0.047
436330534 4 18.6134 0.047
436330533 4 18.6134 0.047
436330538 4 18.6134 0.047
436330537 4 18.6134 0.047
436330542 4 18.6134 0.047
436330541 4 18.6134 0.047
436330546 4 18.6134 0.047
436330545 4 18.6134 0.047
436330550 4 18.6134 0.047
436330549 4 18.6134 0.047
436330554 4 18.6134 0.047
436330553 4 18.6134 0.047
436346916 6 18.6134 0.047
436346920 6 18.6134 0.047
436346924 6 18.6134 0.047
436346928 6 18.6134 0.047
436346932 6 18.6134 0.047
436346936 6 18.6134 0.047
436346948 6 18.6134 0.047
436346952 6 18.6134 0.047
436346956 6 18.6134 0.047
436346960 6 18.6134 0.047
436346964 6 18.6134 0.047
436346968 6 18.6134 0.047
